0.53766714,1.393210232,-1
1.833885015,-1.265315449,-1
-2.258846861,0.006678373,-1
0.86217332,0.515298404,-1
0.31876524,-1.694697647,-1
-1.307688296,1.103242597,-1
-0.433592022,0.318185091,-1
0.342624467,2.421079933,-1
3.57839694,0.845495564,-1
2.76943703,0.792369593,-1
-1.34988694,1.54564054,-1
3.034923466,-0.306848784,-1
0.725404225,1.175044277,-1
-0.063054873,-0.141938868,-1
0.714742904,0.587949107,-1
-0.204966058,0.150917692,-1
-0.124144348,-0.28485445,-1
1.489697608,-0.995996448,-1
1.40903449,0.000928245,-1
1.417192413,0.11457223,-1
0.671497134,0.04660053,-1
-1.207486923,0.026317628,-1
0.717238651,-0.215572887,-1
1.630235289,0.577131237,-1
0.48889377,0.745794504,-1
1.03469301,0.84647145,-1
0.726885133,-0.021695182,-1
-0.303440925,-0.510563625,-1
0.293871467,1.605526213,-1
-0.787282804,-0.168122892,-1
0.888395632,-0.422747908,-1
-1.147070107,-0.75716236,-1
-1.068870458,-0.121540316,-1
-0.809498694,0.059022586,-1
-2.944284162,-0.391494984,-1
1.438380293,-0.089248757,-1
0.325190539,-1.232354485,-1
-0.754928319,-0.657407286,-1
1.37029854,-1.129288624,-1
-1.711516419,0.035297672,-1
-0.102242446,0.908445663,-1
-0.241447042,-0.568379411,-1
0.319206739,-0.893828728,-1
0.312858597,-1.04902462,-1
-0.864879917,0.549488486,-1
-0.030051296,0.235902989,-1
-0.164879019,0.141292359,-1
0.627707288,1.123617458,-1
1.093265669,-1.505813573,-1
1.109273298,1.363735061,-1
-0.863652822,-1.585997889,-1
0.077359091,1.035380724,-1
-1.214117044,0.234620556,-1
-1.113500741,-0.528639679,-1
-0.006849328,0.66064581,-1
1.532630308,0.898918159,-1
-0.769665914,-0.246614844,-1
0.371378813,0.877324594,-1
-0.225584402,1.680580739,-1
1.117356139,1.096915498,-1
-1.089064295,1.398805456,-1
0.032557464,-0.872175701,-1
0.552527021,-1.121776067,-1
1.100610218,-1.804736504,-1
1.544211896,0.970362507,-1
0.085931133,-0.798435768,-1
-1.491590311,-0.881060125,-1
-0.742301837,-1.175638397,-1
-1.061581733,-0.222625565,-1
2.350457224,-0.515646041,-1
-0.615601881,0.221763946,-1
0.748076784,-1.050125453,-1
-0.192418511,-0.308699516,-1
0.888610425,0.14964201,-1
-0.764849237,1.614599037,-1
-1.402268969,1.222203312,-1
-1.422375925,-0.322866637,-1
0.48819391,1.556629886,-1
-0.177375157,0.999833095,-1
-0.196053488,-0.836269618,-1
1.419310151,-0.592328735,-1
0.291584374,-0.277677106,-1
0.197811053,1.430868537,-1
1.58769909,-0.270505275,-1
-0.804465956,1.28820808,-1
0.696624416,-0.098718966,-1
0.835088165,2.075858655,-1
-0.24371514,1.637443997,-1
0.215670086,-1.889936125,-1
-1.165843931,0.875743106,-1
-1.147952779,-0.506357675,-1
0.104874716,-1.618253779,-1
0.722254032,-0.692834656,-1
2.585491253,1.208067728,-1
-0.666890671,-0.480801303,-1
0.187331025,1.344010852,-1
-0.082494425,0.312993811,-1
-1.933022918,0.553518009,-1
-0.438966154,-1.325551863,-1
-1.794678841,-1.008360933,-1
0.84037553,-0.273559505,-1
-0.888032082,-0.262067317,-1
0.100092833,-0.196881665,-1
-0.54452893,1.113883886,-1
0.303520795,-0.755177148,-1
-0.600326562,0.642300729,-1
0.489965321,-1.110798391,-1
0.739363124,-1.096811831,-1
1.711887783,0.212972573,-1
-0.194123536,1.94553581,-1
-2.138355269,0.892142476,-1
-0.839588747,-2.099081367,-1
1.354594328,-0.671424241,-1
-1.072155288,-0.784878771,-1
0.96095387,-1.246246586,-1
0.1240498,1.303996567,-1
1.436696623,0.020606412,-1
-1.960899999,-1.555855074,-1
-0.197698226,0.309714586,-1
-1.207845485,-0.291740094,-1
2.908008031,-1.01570619,-1
0.825218894,0.475536407,-1
1.378971978,-0.908050292,-1
-1.058180258,-0.025996075,-1
-0.468615581,-0.733178295,-1
-0.272469409,-1.746389866,-1
1.098424618,-0.578799245,-1
-0.277871933,-0.199628119,-1
0.701541458,0.417132956,-1
-2.0518163,0.643685448,-1
-0.353849998,-0.500796503,-1
-0.823586525,0.203034978,-1
-1.577057023,-0.398762577,-1
0.507974651,0.115513042,-1
0.281984064,-1.387146047,-1
0.033479882,0.557926058,-1
-1.333677943,-0.115850285,-1
1.127492278,-0.166616957,-1
0.350179411,0.737811548,-1
-0.29906603,-1.152426501,-1
0.022889793,0.778277479,-1
-0.261995435,-1.064360397,-1
-1.750212368,0.307008002,-1
-0.285650972,-0.226733281,-1
-0.831366512,-0.463726536,-1
-0.979206305,0.652982633,-1
-1.156401656,1.008987241,-1
-0.533557109,0.526122844,-1
-2.002635736,0.200977077,-1
0.964229423,-0.139286471,-1
0.520060101,-1.853426291,-1
-0.020027852,-1.203251703,-1
-0.034771086,1.067718742,-1
-0.798163585,-0.112770676,-1
1.018685282,-0.192765143,-1
-0.13321748,0.000699637,-1
-0.714530164,0.18040347,-1
1.351385768,-0.153948763,-1
-0.224771056,0.7437958,-1
-0.589029031,-0.389468413,-1
-0.293753598,-1.235249596,-1
-0.847926244,0.606234502,-1
-1.120128301,1.57030143,-1
2.525999692,-0.512255035,-1
1.655497593,0.93473337,-1
0.307535159,-0.175444012,-1
-1.257118359,0.005906047,-1
-0.865468031,0.402964412,-1
-0.176534114,-0.516520927,-1
0.791416062,0.573818413,-1
-1.332004421,-0.554664773,-1
-2.329867156,-0.339520463,-1
-1.449097293,0.246007939,-1
0.333510833,1.809249547,-1
0.391353604,0.046351553,-1
0.451679419,-0.932967244,-1
-0.130284653,1.232106047,-1
0.183689096,-0.112456296,-1
-0.476153017,0.795824109,-1
0.862021612,-0.387597142,-1
-1.361694471,-0.351434239,-1
0.455029556,-1.019975263,-1
-0.84870938,0.790347757,-1
